2026.01.15 23:29:00 WARN  Using H2 2.4.240 which is newer than the version Flyway has been verified with. The latest verified version of H2 is 2.3.232.
2026.01.15 23:30:11 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/lihaoyi/unroll-annotation_2.12/0.1.12/unroll-annotation_2.12-0.1.12.pom
2026.01.15 23:30:11 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-execution_2.12/3.2.0/monix-execution_2.12-3.2.0.pom
2026.01.15 23:30:11 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/zeroturnaround/zt-zip/1.17/zt-zip-1.17.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-macros_2.12/2.13.3.2/jsoniter-scala-macros_2.12-2.13.3.2.pom
2026.01.15 23:30:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j-core/2.23.0/log4j-core-2.23.0.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/net/jpountz/lz4/lz4/1.3.0/lz4-1.3.0.pom
2026.01.15 23:30:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/net/java/dev/jna/jna/5.18.1/jna-5.18.1.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/modules/scala-collection-compat_2.12/2.13.0/scala-collection-compat_2.12-2.13.0.pom
2026.01.15 23:30:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-java_2.12/3.2.0/monix-java_2.12-3.2.0.pom
2026.01.15 23:30:12 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.pom
2026.01.15 23:30:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-sbt/zinc_2.12/1.11.0/zinc_2.12-1.11.0.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/lihaoyi/unroll-annotation_2.12/0.1.12/unroll-annotation_2.12-0.1.12.pom
2026.01.15 23:30:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app-util_2.12/2.0.6/case-app-util_2.12-2.0.6.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/zeroturnaround/zt-zip/1.17/zt-zip-1.17.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-reactive_2.12/3.2.0/monix-reactive_2.12-3.2.0.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-java_2.12/3.2.0/monix-java_2.12-3.2.0.pom
2026.01.15 23:30:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/lihaoyi/pprint_2.12/0.9.4/pprint_2.12-0.9.4.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/net/java/dev/jna/jna/5.18.1/jna-5.18.1.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/get-coursier/util/directories-jni/0.1.2/directories-jni-0.1.2.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j-core/2.23.0/log4j-core-2.23.0.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app-annotations_2.12/2.0.6/case-app-annotations_2.12-2.0.6.pom
2026.01.15 23:30:12 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-sbt/zinc_2.12/1.11.0/zinc_2.12-1.11.0.pom.sha1
2026.01.15 23:30:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-core_2.12/2.13.5.2/jsoniter-scala-core_2.12-2.13.5.2.pom
2026.01.15 23:30:13 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app-util_2.12/2.0.6/case-app-util_2.12-2.0.6.pom.sha1
2026.01.15 23:30:13 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-catnap_2.12/3.2.0/monix-catnap_2.12-3.2.0.pom
2026.01.15 23:30:13 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/get-coursier/util/directories-jni/0.1.2/directories-jni-0.1.2.pom.sha1
2026.01.15 23:30:13 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/ow2/asm/asm-util/9.9/asm-util-9.9.pom
2026.01.15 23:30:13 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-reactive_2.12/3.2.0/monix-reactive_2.12-3.2.0.pom.sha1
2026.01.15 23:30:13 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-sender-urlconnection/2.17.2/zipkin-sender-urlconnection-2.17.2.pom
2026.01.15 23:30:13 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/lihaoyi/pprint_2.12/0.9.4/pprint_2.12-0.9.4.pom.sha1
2026.01.15 23:30:13 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/directory-watcher/0.8.0+6-f651bd93/directory-watcher-0.8.0+6-f651bd93.pom
2026.01.15 23:30:13 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-core_2.12/2.13.5.2/jsoniter-scala-core_2.12-2.13.5.2.pom
2026.01.15 23:30:13 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bsp4s_2.12/2.1.1/bsp4s_2.12-2.1.1.pom.sha1
2026.01.15 23:30:13 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app-annotations_2.12/2.0.6/case-app-annotations_2.12-2.0.6.pom
2026.01.15 23:30:13 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-sbt/test-agent/1.11.7/test-agent-1.11.7.pom.sha1
2026.01.15 23:30:13 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-catnap_2.12/3.2.0/monix-catnap_2.12-3.2.0.pom
2026.01.15 23:30:13 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/github/alexarchambault/bleep/nailgun-server/1.0.7/nailgun-server-1.0.7.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/directory-watcher/0.8.0+6-f651bd93/directory-watcher-0.8.0+6-f651bd93.pom
2026.01.15 23:30:14 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scalameta/parsers_2.12/4.13.8/parsers_2.12-4.13.8.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-sender-urlconnection/2.17.2/zipkin-sender-urlconnection-2.17.2.pom
2026.01.15 23:30:14 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-execution_2.12/3.2.0/monix-execution_2.12-3.2.0.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-sbt/test-agent/1.11.7/test-agent-1.11.7.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-reflect/2.12.20/scala-reflect-2.12.20.pom
2026.01.15 23:30:14 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bsp4s_2.12/2.1.1/bsp4s_2.12-2.1.1.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-macros_2.12/2.13.3.2/jsoniter-scala-macros_2.12-2.13.3.2.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/github/alexarchambault/bleep/nailgun-server/1.0.7/nailgun-server-1.0.7.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/net/jpountz/lz4/lz4/1.3.0/lz4-1.3.0.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/ow2/asm/asm-util/9.9/asm-util-9.9.pom
2026.01.15 23:30:14 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/modules/scala-collection-compat_2.12/2.13.0/scala-collection-compat_2.12-2.13.0.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-execution_2.12/3.2.0/monix-execution_2.12-3.2.0.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/scalameta/parsers_2.12/4.13.8/parsers_2.12-4.13.8.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/lihaoyi/unroll-annotation_2.12/0.1.12/unroll-annotation_2.12-0.1.12.pom.sha1
2026.01.15 23:30:14 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-reflect/2.12.20/scala-reflect-2.12.20.pom
2026.01.15 23:30:14 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-java_2.12/3.2.0/monix-java_2.12-3.2.0.pom.sha1
2026.01.15 23:30:15 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-macros_2.12/2.13.3.2/jsoniter-scala-macros_2.12-2.13.3.2.pom.sha1
2026.01.15 23:30:15 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave/5.18.1/brave-5.18.1.pom
2026.01.15 23:30:15 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/net/jpountz/lz4/lz4/1.3.0/lz4-1.3.0.pom.sha1
2026.01.15 23:30:15 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/lihaoyi/sourcecode_2.12/0.4.4/sourcecode_2.12-0.4.4.pom
2026.01.15 23:30:15 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/lihaoyi/unroll-annotation_2.12/0.1.12/unroll-annotation_2.12-0.1.12.pom.sha1
2026.01.15 23:30:15 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-tail_2.12/3.2.0/monix-tail_2.12-3.2.0.pom
2026.01.15 23:30:15 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.pom.sha1
2026.01.15 23:30:15 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-core/1.5.21/logback-core-1.5.21.pom
2026.01.15 23:30:15 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/modules/scala-collection-compat_2.12/2.13.0/scala-collection-compat_2.12-2.13.0.pom.sha1
2026.01.15 23:30:15 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-eval_2.12/3.2.0/monix-eval_2.12-3.2.0.pom
2026.01.15 23:30:15 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-java_2.12/3.2.0/monix-java_2.12-3.2.0.pom.sha1
2026.01.15 23:30:15 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-sbt/librarymanagement-ivy_2.12/1.11.6/librarymanagement-ivy_2.12-1.11.6.pom
2026.01.15 23:30:15 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave/5.18.1/brave-5.18.1.pom
2026.01.15 23:30:15 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-core_2.12/2.13.5.2/jsoniter-scala-core_2.12-2.13.5.2.pom.sha1
2026.01.15 23:30:15 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/lihaoyi/sourcecode_2.12/0.4.4/sourcecode_2.12-0.4.4.pom
2026.01.15 23:30:15 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app-annotations_2.12/2.0.6/case-app-annotations_2.12-2.0.6.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-core/1.5.21/logback-core-1.5.21.pom
2026.01.15 23:30:16 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-catnap_2.12/3.2.0/monix-catnap_2.12-3.2.0.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-eval_2.12/3.2.0/monix-eval_2.12-3.2.0.pom
2026.01.15 23:30:16 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/directory-watcher/0.8.0+6-f651bd93/directory-watcher-0.8.0+6-f651bd93.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-tail_2.12/3.2.0/monix-tail_2.12-3.2.0.pom
2026.01.15 23:30:16 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-sender-urlconnection/2.17.2/zipkin-sender-urlconnection-2.17.2.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-sbt/librarymanagement-ivy_2.12/1.11.6/librarymanagement-ivy_2.12-1.11.6.pom
2026.01.15 23:30:16 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/ow2/asm/asm-util/9.9/asm-util-9.9.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app-annotations_2.12/2.0.6/case-app-annotations_2.12-2.0.6.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-reflect/2.12.20/scala-reflect-2.12.20.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-core_2.12/2.13.5.2/jsoniter-scala-core_2.12-2.13.5.2.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave/5.18.1/brave-5.18.1.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-catnap_2.12/3.2.0/monix-catnap_2.12-3.2.0.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/lihaoyi/sourcecode_2.12/0.4.4/sourcecode_2.12-0.4.4.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/directory-watcher/0.8.0+6-f651bd93/directory-watcher-0.8.0+6-f651bd93.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-core/1.5.21/logback-core-1.5.21.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-sender-urlconnection/2.17.2/zipkin-sender-urlconnection-2.17.2.pom.sha1
2026.01.15 23:30:16 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-eval_2.12/3.2.0/monix-eval_2.12-3.2.0.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-reflect/2.12.20/scala-reflect-2.12.20.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-tail_2.12/3.2.0/monix-tail_2.12-3.2.0.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/ow2/asm/asm-util/9.9/asm-util-9.9.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-sbt/librarymanagement-ivy_2.12/1.11.6/librarymanagement-ivy_2.12-1.11.6.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave/5.18.1/brave-5.18.1.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/zeroturnaround/zt-zip/1.17/zt-zip-1.17.pom
2026.01.15 23:30:17 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-core/1.5.21/logback-core-1.5.21.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/net/java/dev/jna/jna/5.18.1/jna-5.18.1.pom
2026.01.15 23:30:17 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/com/lihaoyi/sourcecode_2.12/0.4.4/sourcecode_2.12-0.4.4.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/apache/logging/log4j/log4j-core/2.23.0/log4j-core-2.23.0.pom
2026.01.15 23:30:17 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-eval_2.12/3.2.0/monix-eval_2.12-3.2.0.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/scala-sbt/zinc_2.12/1.11.0/zinc_2.12-1.11.0.pom
2026.01.15 23:30:17 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-tail_2.12/3.2.0/monix-tail_2.12-3.2.0.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/com/github/alexarchambault/case-app-util_2.12/2.0.6/case-app-util_2.12-2.0.6.pom
2026.01.15 23:30:17 INFO  BSP server: Failed to download https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-sbt/librarymanagement-ivy_2.12/1.11.6/librarymanagement-ivy_2.12-1.11.6.pom.sha1
2026.01.15 23:30:17 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/io/get-coursier/util/directories-jni/0.1.2/directories-jni-0.1.2.pom
2026.01.15 23:30:18 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/org/zeroturnaround/zt-zip/1.17/zt-zip-1.17.pom
2026.01.15 23:30:18 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/io/monix/monix-reactive_2.12/3.2.0/monix-reactive_2.12-3.2.0.pom
2026.01.15 23:30:18 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/net/java/dev/jna/jna/5.18.1/jna-5.18.1.pom
2026.01.15 23:30:18 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/com/lihaoyi/pprint_2.12/0.9.4/pprint_2.12-0.9.4.pom
2026.01.15 23:30:18 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/org/apache/logging/log4j/log4j-core/2.23.0/log4j-core-2.23.0.pom
2026.01.15 23:30:18 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/scala-sbt/test-agent/1.11.7/test-agent-1.11.7.pom
2026.01.15 23:30:18 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/org/scala-sbt/zinc_2.12/1.11.0/zinc_2.12-1.11.0.pom
2026.01.15 23:30:18 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bsp4s_2.12/2.1.1/bsp4s_2.12-2.1.1.pom
2026.01.15 23:30:18 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/com/github/alexarchambault/case-app-util_2.12/2.0.6/case-app-util_2.12-2.0.6.pom
2026.01.15 23:30:18 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/io/github/alexarchambault/bleep/nailgun-server/1.0.7/nailgun-server-1.0.7.pom
2026.01.15 23:30:18 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/io/get-coursier/util/directories-jni/0.1.2/directories-jni-0.1.2.pom
2026.01.15 23:30:18 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/io/monix/monix-execution_2.12/3.2.0/monix-execution_2.12-3.2.0.pom
2026.01.15 23:30:18 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/io/monix/monix-reactive_2.12/3.2.0/monix-reactive_2.12-3.2.0.pom
2026.01.15 23:30:18 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/scalameta/parsers_2.12/4.13.8/parsers_2.12-4.13.8.pom
2026.01.15 23:30:18 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/com/lihaoyi/pprint_2.12/0.9.4/pprint_2.12-0.9.4.pom
2026.01.15 23:30:18 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-macros_2.12/2.13.3.2/jsoniter-scala-macros_2.12-2.13.3.2.pom
2026.01.15 23:30:18 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/org/scala-sbt/test-agent/1.11.7/test-agent-1.11.7.pom
2026.01.15 23:30:18 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/net/jpountz/lz4/lz4/1.3.0/lz4-1.3.0.pom
2026.01.15 23:30:20 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/io/monix/monix-execution_2.12/3.2.0/monix-execution_2.12-3.2.0.pom
2026.01.15 23:30:20 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/com/lihaoyi/unroll-annotation_2.12/0.1.12/unroll-annotation_2.12-0.1.12.pom
2026.01.15 23:30:20 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/io/github/alexarchambault/bleep/nailgun-server/1.0.7/nailgun-server-1.0.7.pom
2026.01.15 23:30:20 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/zeroturnaround/zt-zip/1.17/zt-zip-1.17.pom.sha1
2026.01.15 23:30:20 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/org/scalameta/parsers_2.12/4.13.8/parsers_2.12-4.13.8.pom
2026.01.15 23:30:20 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.pom
2026.01.15 23:30:20 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/net/jpountz/lz4/lz4/1.3.0/lz4-1.3.0.pom
2026.01.15 23:30:20 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-macros_2.12/2.13.3.2/jsoniter-scala-macros_2.12-2.13.3.2.pom
2026.01.15 23:30:20 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/scala-lang/modules/scala-collection-compat_2.12/2.13.0/scala-collection-compat_2.12-2.13.0.pom
2026.01.15 23:30:20 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/io/monix/monix-java_2.12/3.2.0/monix-java_2.12-3.2.0.pom
2026.01.15 23:30:20 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/org/zeroturnaround/zt-zip/1.17/zt-zip-1.17.pom.sha1
2026.01.15 23:30:20 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/net/java/dev/jna/jna/5.18.1/jna-5.18.1.pom.sha1
2026.01.15 23:30:20 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/com/lihaoyi/unroll-annotation_2.12/0.1.12/unroll-annotation_2.12-0.1.12.pom
2026.01.15 23:30:20 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/apache/logging/log4j/log4j-core/2.23.0/log4j-core-2.23.0.pom.sha1
2026.01.15 23:30:21 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.pom
2026.01.15 23:30:21 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/scala-sbt/zinc_2.12/1.11.0/zinc_2.12-1.11.0.pom.sha1
2026.01.15 23:30:21 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/io/monix/monix-java_2.12/3.2.0/monix-java_2.12-3.2.0.pom
2026.01.15 23:30:21 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/com/github/alexarchambault/case-app-util_2.12/2.0.6/case-app-util_2.12-2.0.6.pom.sha1
2026.01.15 23:30:21 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/org/scala-lang/modules/scala-collection-compat_2.12/2.13.0/scala-collection-compat_2.12-2.13.0.pom
2026.01.15 23:30:21 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/io/get-coursier/util/directories-jni/0.1.2/directories-jni-0.1.2.pom.sha1
2026.01.15 23:30:24 INFO  BSP server: Failed to download https://central.sonatype.com/repository/maven-snapshots/net/java/dev/jna/jna/5.18.1/jna-5.18.1.pom.sha1
